230,230,0
202,244,0
214,246,0
213,245,0
189,225,0
214,231,0
252,206,0
258,216,0
247,185,0
231,226,0
251,168,0
221,189,0
222,163,0
220,191,0
248,179,0
224,170,0
220,202,0
223,182,0
205,160,0
244,161,0
237,172,0
213,166,0
193,147,0
221,132,0
194,176,0
215,188,0
223,173,0
236,167,0
195,184,0
203,177,0
274,225,1
271,231,1
213,254,1
182,256,1
220,287,1
207,267,1
272,220,1
231,208,1
213,263,1
219,236,1
263,223,1
236,266,1
230,249,1
268,246,1
296,240,1
230,218,1
279,258,1
259,243,1
259,242,1
261,256,1
279,224,1
245,217,1
271,171,1
270,215,1
277,266,1
307,211,1
244,226,1
276,209,1
282,187,1
262,212,1
267,214,1
256,172,1
308,211,1
285,157,1
319,186,1
305,177,1
301,192,1
241,185,1
260,226,1
282,224,1
262,203,1
279,198,1
295,142,1
276,158,1
275,159,1
247,157,1
283,122,1
317,140,1
300,199,1
268,165,1
226,140,1
252,119,1
254,120,1
260,128,1
232,90,1
277,121,1
283,115,1
249,114,1
241,132,1
243,140,1
