
253,422,0
239,395,0
236,415,0
223,360,0
244,397,0
268,395,0
230,433,0
243,420,0
250,401,0
269,376,0
172,394,0
201,396,0
191,406,0
197,416,0
242,385,0
207,399,0
200,359,0
168,407,0
213,405,0
196,400,0
192,397,0
179,428,0
164,401,0
184,381,0
165,390,0
184,406,0
180,379,0
181,411,0
159,369,0
175,390,0
152,361,0
145,343,0
142,352,0
186,334,0
156,370,0
156,361,0
151,312,0
161,315,0
138,404,0
125,351,0
173,318,0
129,362,0
101,306,0
146,327,0
146,317,0
127,319,0
111,298,0
136,326,0
126,333,0
172,306,0
142,269,0
147,302,0
150,286,0
132,326,0
94,312,0
136,303,0
107,305,0
107,281,0
137,307,0
174,334,0
129,273,0
146,250,0
144,244,0
135,267,0
156,260,0
120,261,0
187,271,0
138,270,0
125,276,0
136,286,0
122,239,0
146,217,0
168,241,0
132,225,0
112,235,0
134,238,0
140,217,0
142,219,0
138,230,0
136,171,0
154,191,0
167,210,0
146,162,0
204,172,0
210,208,0
171,191,0
165,210,0
126,186,0
173,185,0
178,175,0
200,178,0
165,224,0
160,209,0
173,191,0
195,143,0
227,203,0
195,199,0
182,202,0
199,192,0
200,199,0
227,192,0
238,187,0
217,193,0
254,159,0
250,192,0
235,195,0
244,194,0
274,203,0
204,178,0
228,193,0
270,195,0
302,217,0
272,184,0
274,192,0
273,205,0
246,185,0
273,190,0
247,175,0
272,194,0
291,175,0
269,191,0
334,217,0
310,215,0
286,205,0
308,219,0
293,250,0
305,220,0
300,214,0
324,250,0
303,253,0
353,265,0
287,266,0
341,262,0
338,264,0
329,241,0
311,245,0
349,250,0
320,243,0
335,287,0
319,248,0
335,230,0
314,210,0
320,234,0
304,196,0
360,214,0
337,234,0
330,217,0
339,263,0
340,266,0
339,246,0
304,224,0
279,197,0
260,157,0
309,197,0
280,157,0
255,231,0
304,203,0
275,223,0
303,223,0
251,209,0
221,209,0
225,205,0
220,203,0
180,205,0
174,228,0
238,219,0
249,231,0
241,201,0
204,186,0
241,163,0
197,211,0
199,212,0
139,184,0
169,208,0
180,227,0
203,238,0
184,256,0
195,226,0
179,233,0
183,208,0
100,260,0
104,285,0
107,262,0
138,262,0
127,247,0
193,256,0
142,261,0
160,225,0
141,299,0
189,279,0
202,346,0
248,407,0
202,381,0
214,411,0
215,340,0
194,412,0
213,416,0
245,353,0
199,355,0
189,373,0
321,452,0
283,492,0
308,475,0
281,489,0
329,479,0
297,476,0
281,457,0
296,441,0
347,476,0
265,473,0
392,483,0
377,446,0
387,482,0
417,511,0
390,484,0
400,493,0
403,485,0
375,465,0
409,483,0
374,485,0
257,432,0
276,438,0
240,490,0
241,499,0
244,448,0
258,479,0
213,484,0
252,487,0
234,440,0
267,456,0
199,446,0
197,453,0
164,436,0
199,451,0
206,424,0
167,474,0
234,453,0
221,462,0
221,477,0
198,450,0
198,408,0
219,446,0
203,408,0
216,441,0
228,420,0
208,463,0
174,434,0
212,458,0
208,385,0
224,429,0
309,447,0
347,453,0
327,426,0
333,445,0
318,441,0
321,429,0
336,432,0
333,415,0
286,432,0
328,435,0
415,462,0
457,478,0
443,476,0
446,526,0
436,466,0
413,510,0
474,462,0
484,487,0
479,505,0
449,470,0
264,247,1
201,281,1
245,327,1
271,308,1
278,259,1
198,314,1
200,295,1
246,286,1
229,293,1
241,295,1
247,292,1
243,284,1
215,278,1
260,308,1
200,255,1
243,327,1
257,314,1
244,279,1
225,284,1
237,283,1
255,292,1
253,285,1
288,304,1
284,327,1
267,268,1
278,284,1
280,289,1
263,342,1
293,292,1
224,271,1
317,331,1
318,342,1
313,320,1
333,299,1
317,333,1
323,339,1
351,309,1
322,334,1
274,319,1
306,285,1
377,343,1
353,332,1
395,336,1
331,353,1
391,384,1
377,343,1
389,323,1
386,307,1
401,330,1
366,336,1
422,296,1
392,317,1
430,320,1
426,309,1
462,342,1
458,283,1
408,318,1
446,319,1
404,329,1
439,316,1
409,258,1
447,296,1
470,253,1
436,307,1
442,301,1
471,298,1
447,296,1
441,294,1
441,298,1
421,285,1
408,208,1
446,184,1
422,203,1
409,204,1
404,229,1
427,203,1
380,212,1
382,217,1
433,196,1
388,223,1
426,179,1
384,168,1
396,140,1
405,158,1
444,190,1
415,157,1
431,176,1
416,150,1
415,171,1
392,199,1
