268,217,0
268,217,0
232,189,0
218,235,0
218,252,0
232,240,0
220,222,0
209,216,0
223,194,0
224,200,0
227,211,0
235,211,0
244,212,0
241,183,0
206,173,0
171,272,0
107,221,0
105,218,0
110,88,0
203,65,0
212,78,0
132,137,0
107,148,0
170,150,0
152,279,0
86,396,0
167,326,0
168,233,0
252,232,1
249,202,1
216,195,1
215,170,1
215,158,1
286,107,1
270,260,1
268,341,1
209,284,1
247,259,1
224,313,1
223,315,1
230,393,1
273,393,1
293,299,1
408,263,1
380,161,1
320,141,1
321,366,1
321,368,1
299,222,1
299,190,1
251,185,1
251,185,1
245,96,1
294,88,1
309,88,1
319,254,1
